Carrier_Name,Carrier_Full_Name,Service_Type,Week_Date,Year,Month,Month_Name,Week_of_Year,Quarter,Season,Fiscal_Year,Bus_Departures,Passenger_Departures,Passengers_Per_Bus,Baseline_2019_Buses,Baseline_2019_Passengers,Bus_Recovery_Percent,Passenger_Recovery_Percent,Bus_WoW_Change,Passenger_WoW_Change,Bus_4wk_MA,Passenger_4wk_MA,Bus_12wk_MA,Passenger_12wk_MA,COVID_Period,Days_Since_Pandemic_Start,Is_COVID_Period,Economic_Period,Is_High_Inflation,Avg_Temp_F,Precipitation_Inches,Snow_Inches,Weather_Condition,Major_Weather_Event,Is_Severe_Weather,Is_Snow_Week,Is_Hot_Week,Is_Cold_Week,Is_Holiday,Is_Holiday_Season,NYC_Event,Is_Tourism_Peak
HCEE - Community,HCEE Community Coach,Commuter,6/6/2022,2022,6,June,23,2,Summer,2022,86,1428,16.60465116,295,5504,-70.84745763,-74.05523256,-1.149425287,-6.605624591,84.25,1479.75,84.58333333,1401.666667,Post-COVID-Transition,813,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,6/6/2022,2022,6,June,23,2,Summer,2022,29,1101,37.96551724,75,2819,-61.33333333,-60.94359702,0,12.46169561,29.25,1033.75,29.33333333,992,Post-COVID-Transition,813,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,6/6/2022,2022,6,June,23,2,Summer,2022,19,761,40.05263158,47,1771,-59.57446809,-57.0299266,-5,-4.636591479,18.75,776.75,18.16666667,762.5,Post-COVID-Transition,813,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,6/6/2022,2022,6,June,23,2,Summer,2022,2150,59534,27.69023256,2500,86541,-14,-31.20717348,-0.232018561,2.604139738,2149.25,58182.5,2150,56116,Post-COVID-Transition,813,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,6/6/2022,2022,6,June,23,2,Summer,2022,25,803,32.12,44,1048,-43.18181818,-23.3778626,-13.79310345,-25.37174721,26,897,25.25,827.9166667,Post-COVID-Transition,813,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,6/6/2022,2022,6,June,23,2,Summer,2022,27,434,16.07407407,35,752,-22.85714286,-42.28723404,3.846153846,-32.71317829,23.75,585,21.33333333,553.9166667,Post-COVID-Transition,813,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,6/13/2022,2022,6,June,24,2,Summer,2022,35,1179,33.68571429,113,4152,-69.02654867,-71.60404624,0,-0.841042893,34.75,1143.5,34.66666667,1124.433333,Post-COVID-Transition,820,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,6/13/2022,2022,6,June,24,2,Summer,2022,135,4854,35.95555556,460,14129,-70.65217391,-65.64512704,2.272727273,2.103491796,133.25,4612.25,132.4166667,4415,Post-COVID-Transition,820,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
DeCamp,DeCamp Bus Lines,Commuter,6/13/2022,2022,6,June,24,2,Summer,2022,40,581,14.525,111,3522,-63.96396396,-83.50369108,2.564102564,-0.171821306,39.75,567.25,39.58333333,547.25,Post-COVID-Transition,820,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,6/13/2022,2022,6,June,24,2,Summer,2022,49,1519,31,118,3262,-58.47457627,-53.43347639,-2,2.28956229,48.75,1512.75,47.25,1440.583333,Post-COVID-Transition,820,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,6/13/2022,2022,6,June,24,2,Summer,2022,81,1436,17.72839506,295,5504,-72.54237288,-73.90988372,-5.813953488,0.56022409,83,1453.5,84.16666667,1407.333333,Post-COVID-Transition,820,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,6/13/2022,2022,6,June,24,2,Summer,2022,29,1132,39.03448276,75,2819,-61.33333333,-59.84391628,0,2.815622162,29,1062,29.33333333,1007.583333,Post-COVID-Transition,820,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,6/13/2022,2022,6,June,24,2,Summer,2022,19,799,42.05263158,47,1771,-59.57446809,-54.88424619,0,4.993429698,19,783.5,18.25,765.75,Post-COVID-Transition,820,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,6/13/2022,2022,6,June,24,2,Summer,2022,2144,60188,28.07276119,2500,86541,-14.24,-30.45146231,-0.279069767,1.098531931,2151.25,58670.5,2148.916667,56656.83333,Post-COVID-Transition,820,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,6/13/2022,2022,6,June,24,2,Summer,2022,27,891,33,44,1048,-38.63636364,-14.98091603,8,10.95890411,26.5,916.25,25.5,834.75,Post-COVID-Transition,820,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,6/13/2022,2022,6,June,24,2,Summer,2022,27,477,17.66666667,35,752,-22.85714286,-36.56914894,0,9.907834101,25.5,555.75,21.91666667,547.5833333,Post-COVID-Transition,820,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,6/20/2022,2022,6,June,25,2,Summer,2022,34,1187,34.91176471,113,4152,-69.91150442,-71.41136802,-2.857142857,0.678541137,34.5,1162.25,34.58333333,1128.516667,Post-COVID-Transition,827,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,6/20/2022,2022,6,June,25,2,Summer,2022,133,4848,36.45112782,460,14129,-71.08695652,-65.68759289,-1.481481481,-0.123609394,133.5,4713.25,132.6666667,4457.5,Post-COVID-Transition,827,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
DeCamp,DeCamp Bus Lines,Commuter,6/20/2022,2022,6,June,25,2,Summer,2022,40,574,14.35,111,3522,-63.96396396,-83.70244179,0,-1.204819277,39.75,572.25,39.83333333,552.25,Post-COVID-Transition,827,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,6/20/2022,2022,6,June,25,2,Summer,2022,51,1576,30.90196078,118,3262,-56.77966102,-51.68608216,4.081632653,3.752468729,49.75,1525.25,47.66666667,1466,Post-COVID-Transition,827,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,6/20/2022,2022,6,June,25,2,Summer,2022,84,1508,17.95238095,295,5504,-71.52542373,-72.60174419,3.703703704,5.013927577,84.5,1475.25,84.08333333,1414.75,Post-COVID-Transition,827,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,6/20/2022,2022,6,June,25,2,Summer,2022,29,1128,38.89655172,75,2819,-61.33333333,-59.98581057,0,-0.35335689,29,1085,29.41666667,1023,Post-COVID-Transition,827,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,6/20/2022,2022,6,June,25,2,Summer,2022,19,804,42.31578947,47,1771,-59.57446809,-54.60191982,0,0.625782228,19.25,790.5,18.33333333,770.1666667,Post-COVID-Transition,827,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,6/20/2022,2022,6,June,25,2,Summer,2022,2150,59197,27.53348837,2500,86541,-14,-31.59658428,0.279850746,-1.646507609,2149.75,59235.5,2149.666667,57105.41667,Post-COVID-Transition,827,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,6/20/2022,2022,6,June,25,2,Summer,2022,30,990,33,44,1048,-31.81818182,-5.534351145,11.11111111,11.11111111,27.75,940,26.08333333,857.0833333,Post-COVID-Transition,827,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,6/20/2022,2022,6,June,25,2,Summer,2022,27,543,20.11111111,35,752,-22.85714286,-27.79255319,0,13.83647799,26.75,524.75,22.5,552.5833333,Post-COVID-Transition,827,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,6/27/2022,2022,6,June,26,2,Summer,2022,34,1113,32.73529412,113,4152,-69.91150442,-73.19364162,0,-6.234203875,34.5,1167,34.5,1125.266667,Post-COVID-Transition,834,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,6/27/2022,2022,6,June,26,2,Summer,2022,138,4626,33.52173913,460,14129,-70,-67.25882936,3.759398496,-4.579207921,134.5,4770.5,133.0833333,4471.083333,Post-COVID-Transition,834,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
DeCamp,DeCamp Bus Lines,Commuter,6/27/2022,2022,6,June,26,2,Summer,2022,39,578,14.82051282,111,3522,-64.86486486,-83.58886996,-2.5,0.696864111,39.5,578.75,39.83333333,556.75,Post-COVID-Transition,834,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,6/27/2022,2022,6,June,26,2,Summer,2022,53,1744,32.90566038,118,3262,-55.08474576,-46.53586757,3.921568627,10.65989848,50.75,1581,48.25,1503.25,Post-COVID-Transition,834,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,6/27/2022,2022,6,June,26,2,Summer,2022,85,1536,18.07058824,295,5504,-71.18644068,-72.09302326,1.19047619,1.856763926,84,1477,84,1428.916667,Post-COVID-Transition,834,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,6/27/2022,2022,6,June,26,2,Summer,2022,29,1078,37.17241379,75,2819,-61.33333333,-61.75948918,0,-4.432624113,29,1109.75,29.5,1028.75,Post-COVID-Transition,834,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,6/27/2022,2022,6,June,26,2,Summer,2022,19,821,43.21052632,47,1771,-59.57446809,-53.64201016,0,2.114427861,19,796.25,18.41666667,774.6666667,Post-COVID-Transition,834,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,6/27/2022,2022,6,June,26,2,Summer,2022,2154,59908,27.81244197,2500,86541,-13.84,-30.77500838,0.186046512,1.201074379,2149.5,59706.75,2150.666667,57600.58333,Post-COVID-Transition,834,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,6/27/2022,2022,6,June,26,2,Summer,2022,32,1184,37,44,1048,-27.27272727,12.97709924,6.666666667,19.5959596,28.5,967,26.83333333,901.6666667,Post-COVID-Transition,834,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,6/27/2022,2022,6,June,26,2,Summer,2022,28,624,22.28571429,35,752,-20,-17.0212766,3.703703704,14.91712707,27.25,519.5,23.25,565.0833333,Post-COVID-Transition,834,TRUE,High-Inflation,TRUE,73,4.5,0,Warm/Humid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,7/4/2022,2022,7,July,27,3,Summer,2023,33,1025,31.06060606,113,4152,-70.79646018,-75.31310212,-2.941176471,-7.90655885,34,1126,34.33333333,1118.683333,Post-COVID-Transition,841,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Coach USA,Coach USA Inc,Commuter,7/4/2022,2022,7,July,27,3,Summer,2023,140,4320,30.85714286,460,14129,-69.56521739,-69.42458773,1.449275362,-6.614785992,136.5,4662,133.6666667,4479.916667,Post-COVID-Transition,841,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
DeCamp,DeCamp Bus Lines,Commuter,7/4/2022,2022,7,July,27,3,Summer,2023,37,514,13.89189189,111,3522,-66.66666667,-85.40601931,-5.128205128,-11.07266436,39,561.75,39.58333333,556,Post-COVID-Transition,841,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Greyhound,Greyhound Lines,Intercity,7/4/2022,2022,7,July,27,3,Summer,2023,52,1722,33.11538462,118,3262,-55.93220339,-47.21030043,-1.886792453,-1.26146789,51.25,1640.25,48.66666667,1523.166667,Post-COVID-Transition,841,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
HCEE - Community,HCEE Community Coach,Commuter,7/4/2022,2022,7,July,27,3,Summer,2023,85,1574,18.51764706,295,5504,-71.18644068,-71.40261628,0,2.473958333,83.75,1513.5,83.83333333,1437.75,Post-COVID-Transition,841,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Lakeland,Lakeland Bus,Regional,7/4/2022,2022,7,July,27,3,Summer,2023,29,1008,34.75862069,75,2819,-61.33333333,-64.24263923,0,-6.493506494,29,1086.5,29.41666667,1033.333333,Post-COVID-Transition,841,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Martz,Martz Group,Regional,7/4/2022,2022,7,July,27,3,Summer,2023,20,801,40.05,47,1771,-57.44680851,-54.77131564,5.263157895,-2.436053593,19.25,806.25,18.58333333,776.8333333,Post-COVID-Transition,841,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
NJ Transit,NJ Transit Corporation,Commuter,7/4/2022,2022,7,July,27,3,Summer,2023,2162,57393,26.54625347,2500,86541,-13.52,-33.68114535,0.371402043,-4.198103759,2152.5,59171.5,2151.166667,57786,Post-COVID-Transition,841,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,7/4/2022,2022,7,July,27,3,Summer,2023,36,1331,36.97222222,44,1048,-18.18181818,27.00381679,12.5,12.41554054,31.25,1099,27.66666667,936.4166667,Post-COVID-Transition,841,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Trailways,Trailways System,Intercity,7/4/2022,2022,7,July,27,3,Summer,2023,28,691,24.67857143,35,752,-20,-8.111702128,0,10.73717949,27.5,583.75,24,579.3333333,Post-COVID-Transition,841,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Academy,Academy Bus,Regional,7/11/2022,2022,7,July,28,3,Summer,2023,34,1096,32.23529412,113,4152,-69.91150442,-73.60308285,3.03030303,6.926829268,33.75,1105.25,34.41666667,1129.516667,Post-COVID-Transition,848,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Coach USA,Coach USA Inc,Commuter,7/11/2022,2022,7,July,28,3,Summer,2023,140,4643,33.16428571,460,14129,-69.56521739,-67.13850945,0,7.476851852,137.75,4609.25,134.5833333,4537.416667,Post-COVID-Transition,848,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
DeCamp,DeCamp Bus Lines,Commuter,7/11/2022,2022,7,July,28,3,Summer,2023,36,553,15.36111111,111,3522,-67.56756757,-84.29869392,-2.702702703,7.587548638,38,554.75,39.25,560.75,Post-COVID-Transition,848,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Greyhound,Greyhound Lines,Intercity,7/11/2022,2022,7,July,28,3,Summer,2023,52,1739,33.44230769,118,3262,-55.93220339,-46.68914776,0,0.987224158,52,1695.25,49,1531.333333,Post-COVID-Transition,848,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
HCEE - Community,HCEE Community Coach,Commuter,7/11/2022,2022,7,July,28,3,Summer,2023,84,1639,19.51190476,295,5504,-71.52542373,-70.22165698,-1.176470588,4.129606099,84.5,1564.25,83.83333333,1457.5,Post-COVID-Transition,848,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Lakeland,Lakeland Bus,Regional,7/11/2022,2022,7,July,28,3,Summer,2023,29,1110,38.27586207,75,2819,-61.33333333,-60.62433487,0,10.11904762,29,1081,29.33333333,1053.5,Post-COVID-Transition,848,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Martz,Martz Group,Regional,7/11/2022,2022,7,July,28,3,Summer,2023,19,789,41.52631579,47,1771,-59.57446809,-55.44889893,-5,-1.498127341,19.25,803.75,18.66666667,781.5,Post-COVID-Transition,848,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
NJ Transit,NJ Transit Corporation,Commuter,7/11/2022,2022,7,July,28,3,Summer,2023,2169,59080,27.23835869,2500,86541,-13.24,-31.73178031,0.323774283,2.939382852,2158.75,58894.5,2151.5,58084.08333,Post-COVID-Transition,848,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,7/11/2022,2022,7,July,28,3,Summer,2023,31,908,29.29032258,44,1048,-29.54545455,-13.35877863,-13.88888889,-31.78061608,32.25,1103.25,27.83333333,912.8333333,Post-COVID-Transition,848,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Trailways,Trailways System,Intercity,7/11/2022,2022,7,July,28,3,Summer,2023,27,592,21.92592593,35,752,-22.85714286,-21.27659574,-3.571428571,-14.32706223,27.5,612.5,24.41666667,570.6666667,Post-COVID-Transition,848,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Academy,Academy Bus,Regional,7/18/2022,2022,7,July,29,3,Summer,2023,35,1120,32,113,4152,-69.02654867,-73.02504817,2.941176471,2.189781022,34,1088.5,34.5,1128.933333,Post-COVID-Transition,855,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Coach USA,Coach USA Inc,Commuter,7/18/2022,2022,7,July,29,3,Summer,2023,140,4654,33.24285714,460,14129,-69.56521739,-67.06065539,0,0.236915787,139.5,4560.75,135.1666667,4555,Post-COVID-Transition,855,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
DeCamp,DeCamp Bus Lines,Commuter,7/18/2022,2022,7,July,29,3,Summer,2023,36,539,14.97222222,111,3522,-67.56756757,-84.69619534,0,-2.53164557,37,546,38.91666667,558.75,Post-COVID-Transition,855,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Greyhound,Greyhound Lines,Intercity,7/18/2022,2022,7,July,29,3,Summer,2023,52,1763,33.90384615,118,3262,-55.93220339,-45.95340282,0,1.380103508,52.25,1742,49.41666667,1569.333333,Post-COVID-Transition,855,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
HCEE - Community,HCEE Community Coach,Commuter,7/18/2022,2022,7,July,29,3,Summer,2023,84,1489,17.72619048,295,5504,-71.52542373,-72.94694767,0,-9.151921904,84.5,1559.5,83.83333333,1464.75,Post-COVID-Transition,855,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Lakeland,Lakeland Bus,Regional,7/18/2022,2022,7,July,29,3,Summer,2023,29,1047,36.10344828,75,2819,-61.33333333,-62.85916992,0,-5.675675676,29,1060.75,29.25,1055.25,Post-COVID-Transition,855,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Martz,Martz Group,Regional,7/18/2022,2022,7,July,29,3,Summer,2023,19,773,40.68421053,47,1771,-59.57446809,-56.35234331,0,-2.027883397,19.25,796,18.75,783.1666667,Post-COVID-Transition,855,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
NJ Transit,NJ Transit Corporation,Commuter,7/18/2022,2022,7,July,29,3,Summer,2023,2172,59980,27.61510129,2500,86541,-13.12,-30.69181082,0.138312586,1.523358158,2164.25,59090.25,2153.5,58439.58333,Post-COVID-Transition,855,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,7/18/2022,2022,7,July,29,3,Summer,2023,31,993,32.03225806,44,1048,-29.54545455,-5.248091603,0,9.36123348,32.5,1104,28.33333333,940.5,Post-COVID-Transition,855,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Trailways,Trailways System,Intercity,7/18/2022,2022,7,July,29,3,Summer,2023,26,595,22.88461538,35,752,-25.71428571,-20.87765957,-3.703703704,0.506756757,27.25,625.5,24.91666667,578.9166667,Post-COVID-Transition,855,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Academy,Academy Bus,Regional,7/25/2022,2022,7,July,30,3,Summer,2023,34,1115,32.79411765,113,4152,-69.91150442,-73.14547206,-2.857142857,-0.446428571,34,1089,34.41666667,1125.85,Post-COVID-Transition,862,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Coach USA,Coach USA Inc,Commuter,7/25/2022,2022,7,July,30,3,Summer,2023,139,4612,33.17985612,460,14129,-69.7826087,-67.35791634,-0.714285714,-0.902449506,139.75,4557.25,135.5,4591.416667,Post-COVID-Transition,862,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
DeCamp,DeCamp Bus Lines,Commuter,7/25/2022,2022,7,July,30,3,Summer,2023,35,534,15.25714286,111,3522,-68.46846847,-84.83816014,-2.777777778,-0.927643785,36,535,38.5,557.4166667,Post-COVID-Transition,862,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Greyhound,Greyhound Lines,Intercity,7/25/2022,2022,7,July,30,3,Summer,2023,53,1796,33.88679245,118,3262,-55.08474576,-44.94175353,1.923076923,1.871809416,52.25,1755,50,1607.666667,Post-COVID-Transition,862,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
HCEE - Community,HCEE Community Coach,Commuter,7/25/2022,2022,7,July,30,3,Summer,2023,84,1489,17.72619048,295,5504,-71.52542373,-72.94694767,0,0,84.25,1547.75,84.25,1499.083333,Post-COVID-Transition,862,TRUE,High-Inflation,TRUE,78,4.6,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
